avg_wind_speed,sol_rad,max_air_temp,min_air_temp,avg_air_temp,avg_rel_hum,avg_dewpt_temp,precip,pot_evapot,avg_soiltemp_4in_sod,OUTPUT
6,4.9,58,46.4,49.6,85.2,45.3,0.09,0.03,57.9,-5.6
5.3,12.28,59.9,43.8,50.2,67.6,39.2,0,0.09,57.7,-5.5
8.1,11.69,52.4,38.7,44.2,66.6,33.1,0.06,0.08,55.8,-3.5
8.9,7.35,48.2,40,43.7,72.9,35.6,0,0.05,54,0
6.8,13.44,54,38.6,45.5,67.2,34.9,0,0.09,52.9,0.7
1.6,12.36,57.5,33.6,45.1,69.7,34.7,0.01,0.08,52.5,0.4
3.4,13.98,55.3,35.3,45.7,69.2,35.4,0.01,0.1,53.4,0.9
1.3,14.01,61.6,31.1,43.3,74.2,34.2,0,0.1,52.3,3.3
5.5,13.87,61.2,37.1,49.1,63,36.3,0.02,0.1,52.2,4.8
7.3,10.17,66.1,40.8,53.2,59.7,38.8,0.04,0.08,52.3,4.9
4.1,1.63,55.4,49.3,52.3,86.2,48.4,1.28,0.01,54,0.5
5.3,13.61,58,36.5,48.4,69.6,38.3,0,0.09,53.6,3.6
6.4,13.4,67.5,37.2,54.3,61.9,40.1,0,0.11,52.9,5.9
10.8,12.55,71,51.1,60.4,50.8,41.4,0,0.11,54.3,-0.5
5.9,9.9,68.6,54.2,59.7,64.4,47.3,0,0.08,55.6,-3.6
6.8,6.77,68.9,54.5,61.3,81.9,55.8,0.6,0.05,57,-4.5
7.6,5.18,57.3,40,50.4,81.2,44.6,0.12,0.04,57.2,-3.4
6.7,9.08,63.8,40.5,53.6,74.4,45.1,0,0.07,54.5,-4.3
5.3,7.15,75.4,56.3,66,77.7,58.6,0,0.06,57.2,-7.2
10.6,11.59,68.4,41.7,56.1,53.9,38.8,0,0.09,58.8,-12.2
4.1,12.51,53,30.8,41.9,56.2,26.6,0,0.08,53.8,-11.5
6.9,10.45,64.6,38.7,51.1,50.6,32.9,0,0.08,52,-9.6
12.1,4.59,66.1,45.7,57.4,52.5,40.1,0.07,0.04,52.5,-9
9.1,10.4,63.6,35.3,53.6,53.2,36.1,0,0.08,53.8,-9.4
4.7,1.8,46,35,41,80.2,35.2,0.52,0.01,50.2,-4.2
9.7,1.41,57.8,36.4,44.6,87.6,41.2,0.64,0.01,50,-5
13.4,4.95,36.5,20.5,29.5,60.3,17.2,0,0.03,46.6,-1.5
4.6,11.21,32.2,15,23.7,58.5,10.8,0,0.05,42.3,1.2
6.1,10.99,48.7,27.7,37.9,58.1,24.3,0,0.07,42.4,-2.8
9.1,10.97,56.8,34.8,44.1,55.7,28.4,0,0.08,43.5,-3.2
2.9,5.71,49.2,29.8,40.3,81.6,34.9,0,0.03,44.4,0.7
7.5,10.5,53.4,38.4,44.6,66.2,33.8,0,0.07,46,3.5
7,10.99,45.5,32.2,38.3,58,24.3,0,0.06,45,-0.9
12,7.1,59.1,38.1,47.1,57.2,32.4,0,0.05,45.1,-4.1
11.9,10.5,42.3,17.3,28.2,43,8.2,0,0.05,43.5,-3.6
7.6,5.79,32.4,15.4,24.8,44.4,5.7,0,0.03,39.6,-2
7.1,5.43,55.2,30,43.9,53.1,27.5,0,0.04,40.3,-3.3
9,1.05,57.9,48.2,52.9,88.5,49.5,0.58,0.01,45.1,-8.2
12.6,3.48,57.9,36.3,48.7,73.4,40.5,1.24,0.03,49.5,-13.9
11.5,2.54,30.1,28.9,30.2,66.9,20.5,0,0.01,44.1,-9.4
4.9,7.84,32.7,25.3,28.9,68.2,19.6,0.02,0.04,41,-7
8.1,3.43,31.4,16.2,26.1,81.7,21.2,0.07,0.02,39.9,-6.6
4.9,7.51,28.3,15.1,21.7,66.2,12,0,0.03,37.6,-4.5
7.4,4.03,33.1,23.4,28.4,79.9,22.8,0.03,0.02,37,-3.9
6.8,4.77,27,14.3,23,81.8,18.3,0.05,0.02,36.9,-3.6
4.4,9.13,20.9,8.8,14.5,77.9,8.8,0,0.03,35.6,-2.2
5.6,3.16,24.8,6.7,18.1,80.5,13.1,0.01,0.01,34.7,-0.9
4.9,9.17,14.3,1.7,8.1,69.5,0.1,0.01,0.03,34,0.2
8.3,1.66,24.1,7.2,16,83.2,11.8,0.19,0.01,33.3,1.2
6.1,10.01,17.7,1.9,10.2,73.7,3.4,0.02,0.03,33.1,1.4
9.5,7.55,35.9,10.5,25.7,72.4,18,0,0.03,33.1,1.2
7.4,4.75,38.2,30.8,34.7,83.1,30,0.09,0.03,33.3,0.7
3.8,3.03,32.9,25.8,29.8,86.6,26.2,0.01,0.01,33.4,0
4.9,7.47,36.3,27.1,31.6,80.9,26.4,0.01,0.04,33.8,-0.9
6.3,1.15,37.4,30.6,34,93.9,32.4,0.3,0.01,34.2,-1.5
6.5,8.99,39.3,27.4,32,79.9,26.1,0.02,0.05,34.5,-2
8,5.04,32.6,21.3,27.5,67.9,18.1,0,0.03,34.5,-1.8
3.6,9.03,31.9,14.8,23.4,72.4,15.4,0,0.04,34.3,-1.6
6.1,5.16,21.9,10.9,17.1,71.9,9.5,0,0.02,34,-0.6
4.5,9.8,22.1,5.6,12.6,72.1,5.2,0,0.04,33.4,1.5
4.2,8.91,33.1,8.9,20.8,72.9,13.1,0,0.04,32.9,3.4
4.5,8.67,35.3,17.6,25.7,83.6,21.2,0,0.04,32.7,6.3
9.4,9.17,43.5,23.5,33.8,75.9,26.8,0,0.05,32.5,5.4
8.1,7.19,52.3,36.2,41.7,73.3,33.8,0.01,0.05,32.7,5.4
4.4,2.98,45.2,35.8,40.8,86.2,36.9,0.07,0.02,32.7,5.2
10.8,1.43,35.9,32.8,34.3,87.1,30.9,0.22,0.01,33.4,4.7
5.9,1.6,34.9,32.3,33.4,86.5,29.8,0,0.01,34.9,8.6
5,7.96,53,34.1,42.3,86.4,38.3,0.04,0.05,36.3,6.9
9.9,0.78,46.4,32.7,37.9,92.4,36,0.05,0,39,2.9
4.8,1.98,37.6,32.8,35.2,84.2,30.9,0,0.01,37.9,1.8
7.8,1.27,39.8,33.5,36.7,87.4,33.3,0.15,0.01,38.1,0
6.3,5.13,40,30.8,35.4,77.4,28.8,0,0.03,37.9,0.2
5.9,2.75,56.3,31.7,44.6,77.9,38.1,0.01,0.02,38.1,1.5
9.4,5.5,59.4,40.7,50.5,85.6,46.2,0.22,0.04,43.5,-3
7.4,1.92,43.5,39.2,40.6,90.9,38.3,0.01,0.01,43.2,-3.8
8.2,1.3,43.6,32.8,39.6,84.6,35.2,0,0.01,41.9,-1.4
8.3,1.1,36.4,31.6,33.8,82.1,28.8,0,0.01,39.7,1.8
7.8,2.9,33.6,30.2,31.5,70.7,23,0,0.02,38.1,4.3
5.5,9.22,49,31.3,38.5,71.5,29.8,0,0.05,38.1,0.2
9.1,7.68,61.2,36.7,46.2,62.7,33.6,0,0.06,39.6,-2
6.4,1.84,40.7,34.8,37,75.9,30,0,0.01,40.5,-1.3
6.3,1.6,40.1,33.6,36.7,85.6,32.7,0.01,0.01,39.4,0
10.4,8.63,49.9,34,40.6,79.7,34.5,0.02,0.05,40.5,-3.3
9.1,9.81,56.8,38.1,46.9,76.7,39.7,0,0.07,41.5,-2.1
12.8,1.16,54.6,27.6,36.9,87.9,33.6,0.22,0.01,42.4,0
6.1,10.49,38.9,25.3,30.4,74.9,23.2,0,0.05,38.3,2.2
9.4,7.46,43.3,29.6,36.1,70.3,27.3,0,0.04,37.6,0.7
7.2,6.22,56,36,44.2,75.9,37,0,0.04,39.2,-1.6
11.8,4.13,36.2,27,30.6,69.7,21.7,0,0.02,39.4,-2.2
9.2,10.44,40.7,26.5,33.6,61.2,21.4,0,0.06,37.2,-0.5
10.2,9.41,60.4,36.9,49.3,70.1,39.7,0,0.07,39.4,-3.1
7.1,2.37,54.5,34.6,42.1,79.9,36.1,0.17,0.01,42.4,-4.5
5.2,2.84,34.8,26.6,31.8,85.6,28,0,0.01,40.5,0.3
4.5,3.31,37.8,25.1,32,89,29.1,0,0.02,38.3,5.4
6.1,2.6,30.5,26,28.4,93.6,26.8,0,0.01,37.6,3
13.6,11.23,49.4,29.6,38.1,59.4,23.9,0.01,0.08,37.2,2.9
7,11.89,40.1,24.4,30.7,65.7,20.3,0,0.06,36.7,4.7
4.6,12.28,47,21.7,34.3,67.3,23.7,0,0.07,36.3,4.2
8.3,9.23,52.4,35.2,43.2,56.2,28.2,0,0.06,37.9,4
8.1,1.91,51.9,43.5,47.8,77.7,40.8,0.66,0.01,40.8,-2.3
9.2,1.93,51.9,35.5,45.9,84.8,41.4,0.01,0.01,43.7,-7.9
8,1.63,38,33.7,36.1,79,30.2,0,0.01,40.6,-5.7
5.4,11.44,45.3,28.1,37.6,74.9,30,0.03,0.06,40.1,-5.6
7.5,10.96,53.9,32.8,43,69,32.9,0.01,0.08,41.4,-6.7
3.1,4.11,45.6,31,39.6,82.8,34.7,0.03,0.02,40.5,-6.2
7.3,8.24,50.9,31.2,40.1,77.7,33.4,0.01,0.05,41.9,-6.8
10.6,2.4,31.2,18.7,23.9,74.1,16.9,0,0.01,38.5,-2.9
7.8,11.76,33.3,18.6,24.8,66.7,15.1,0,0.06,35.8,0
5.9,13.15,39.1,17.2,28.2,57.6,13.6,0.01,0.07,34.9,0.2
4.4,6.7,37.3,19.2,28.8,54.2,13.6,0.01,0.03,34.5,1.1
6.9,11.36,36.9,23.5,29.5,65.9,18.7,0.04,0.06,34.7,3.8
5.6,11.87,33.6,15.4,26.2,63.1,14.9,0,0.06,34.3,7.4
5.4,8.65,45,27.7,34.7,63.7,23.2,0.01,0.05,35.1,2.7
7.1,5.79,32.5,26.5,29.3,86.3,25.5,0.16,0.03,35.6,-0.9
6.9,7.65,28.6,15.3,23.2,75,16.3,0,0.03,35.8,-2.7
8.4,12.71,41.1,11.5,27.1,63.3,15.4,0,0.06,35.1,-2.4
7.9,14.87,54,27.1,41.2,55.5,25.9,0,0.1,35.6,-3.1
5.3,8.82,53.2,36.5,44.4,73.9,36.1,0.03,0.06,38.5,-5.8
11.6,3.87,63.6,25.9,41.9,86.4,38.1,0.23,0.03,41.7,-8.4
11,12.19,28.5,8.4,21,65.2,11.1,0,0.06,37.8,-2.7
10.3,14.92,11.6,0.7,6.1,46.2,-10.3,0.01,0.04,34.7,2.2
3.9,12.2,21.2,3.6,13.3,53.1,-1.1,0,0.04,33.1,2.7
6.5,7.25,30.8,18.2,24.4,54.7,10,0,0.03,32.7,4.5
5.3,16.34,48.1,19.5,33.8,64,21.6,0,0.09,32.5,6.2
5,15.3,52.5,27.5,37.9,59.6,23.4,0,0.1,32.7,8.7
8,16.58,56.6,28.6,39.6,48.3,20.5,0,0.11,33.3,9.1
8.9,14.52,53.5,25.9,39.7,50.7,22.5,0,0.09,35.1,5.9
11.5,16.54,47.9,25.1,36.5,45.3,16.5,0,0.09,36.9,3.4
4.2,17.02,40.6,16.7,29.5,39.1,6.4,0,0.09,35.8,3.9
7.3,13.16,60,30.4,42.4,48.5,23.7,0,0.09,37.2,3.1
5.5,11.52,54.3,27.6,40.5,68.3,30.2,0,0.07,38.7,1.8
4.8,11.42,69,37.5,51.1,71.8,42.1,0,0.08,41.4,1.6
12.4,6.7,56.9,35.1,41.7,59.2,28.4,0.01,0.04,42.4,5.4
6.7,17.86,47.5,27.4,37,56.6,21.9,0,0.11,41,7.6
4,13.23,44.4,23.2,33.6,56.3,18.7,0.01,0.07,40.3,11.1
5.2,2.7,42.1,31.4,37.8,74.9,30.2,0.08,0.02,39.7,14.6
9.2,6.72,42.5,35.6,38.5,73.6,30.6,0,0.04,40.3,14.6
7.7,12.28,48.8,29.8,40.3,67.7,29.8,0.04,0.07,40.5,7
7.3,4.76,59.8,42.3,50,83,45,0.3,0.03,43,3.8
8.4,2.45,59.1,42.7,54,90.3,51.1,0.43,0.02,47.8,0.6
6.7,16.39,57.7,40.3,49.1,74,40.8,0,0.11,48.6,-1.5
8,12.78,68.9,51.5,59.9,78.9,53.1,1.42,0.1,51.4,-6.1
7.2,5.97,71,49.3,60.4,86.1,56.3,0,0.05,54.3,-9.3
14.3,11.38,69.7,32.3,51.3,63.5,39,0.14,0.08,54.9,-11
9.7,20.42,46,27.3,36.5,58.7,22.8,0,0.12,47.5,-5.4
4.7,18.84,49.8,28.9,40.6,54.1,24.4,0,0.11,46.8,-5.6
11.2,17.28,66.1,35.7,48.6,57.7,33.1,0.02,0.14,48.4,-7.2
9.3,16.16,47.1,32.3,38.8,62.2,26.1,0,0.1,47.1,-5.7
6.5,20.66,45.9,28.4,37.2,53.7,20.8,0,0.12,45.3,-4.3
6.1,15.52,47.1,29.4,39.7,44.1,18.9,0,0.09,45,-2.7
11.8,6.96,42.4,31.4,38.5,43.9,17.6,0.01,0.04,43.9,-1.3
12.4,10.66,31.6,24.8,28.2,86.2,24.4,0.2,0.05,42.1,1.1
4.8,23.41,41.8,17,30.7,64,19,0,0.13,41.2,3.6
5.7,15.11,45.9,24.4,35.8,65,24.6,0,0.09,41.2,5.7
6.3,5.53,38,31.7,35.2,79.7,29.5,0,0.03,41.4,10.9
5.9,11.75,45.2,30.9,37.6,66.1,26.8,0,0.07,41,10.6
3.1,20.84,50.6,26.2,39.6,62,26.2,0,0.13,42.3,9
7.9,3.14,45.6,36.5,41,75.7,33.6,0.12,0.02,42.6,8.5
6.6,3.51,45.1,39.8,42.6,85.2,38.5,0,0.02,43.2,6.3
3.7,8.46,52.9,40.9,45.9,78.3,39.2,0.01,0.06,44.8,5.7
9.4,14,71.4,42.5,58.3,66.8,46.9,0.01,0.11,46.9,5.3
13.4,21.95,73.5,50.9,61.2,61.9,47.1,0.16,0.19,52.3,2.6
6.4,12.38,55.2,42.8,48.9,71.5,39.9,0,0.08,51.6,0.6
8.5,11.67,72.1,42,54.1,80.4,48.2,0.41,0.09,51.3,0.1
13,10.76,58.9,39.3,48,62.9,35.4,0,0.08,51.1,1.8
6.5,24.45,60,33.5,47.1,50.7,27.9,0,0.17,49.5,4.3
4.6,23.13,67.6,36.5,54.3,47.7,33.3,0,0.18,50.5,6.3
6.9,2.65,60,49.8,54.9,89,51.6,1.43,0.02,52.2,5
10.3,18.95,78.1,39.5,59.7,69.8,48.6,0.03,0.16,54.9,5.5
9.6,21.44,49.5,30.9,40.5,63.9,28.6,0,0.13,52.2,9.5
3.8,24.15,57.5,34.5,46.9,55,30.9,0,0.16,51.4,11
7.4,24.77,68.5,43.9,56.7,48.5,36.1,0,0.2,52.9,7.7
10.6,14.53,74.9,49.2,63.7,48.6,43.5,0,0.13,53.8,5.4
9.4,24.37,79.8,53.1,69.1,47.5,47.1,0,0.22,56.8,4
8.6,24.68,84.7,47.6,69.4,50.2,47.1,0,0.23,57.2,3.6
8.5,16.35,88.8,68.6,77.9,52.1,58.1,0,0.16,60.4,-0.5
5.4,18.41,85.1,60,72.1,52.3,52.3,0,0.16,61.7,-2.2
9.3,15.17,82.1,61.4,71.8,61.4,57.2,0,0.14,62.4,-3.2
9.5,10.8,65.8,51.6,57.9,72,48.4,0,0.08,60.6,-1.1
7.9,24.29,74.5,46.4,62.1,54.2,44.8,0.02,0.2,59.2,-1.3
4.2,20.25,76.4,58,64,72.3,54.5,0.11,0.17,60.8,-4.9
3.2,20.54,78.5,50.6,65.5,37.6,36.7,0,0.18,60.8,-4.9
3.5,23.48,74.1,48.5,61.3,43.9,37.2,0,0.19,59.9,-3.6
5.9,25.6,76.8,48.8,63.5,48,41.4,0,0.22,59.5,-2.7
4.1,26.56,76,44.6,60.8,48.2,39,0.01,0.22,59.2,-1.6
4.6,22.46,74.6,50.9,61.9,51.6,42.8,0,0.18,59.5,-1.8
10.6,5.38,62.3,41.9,48.4,72.4,39.6,0.06,0.04,57.9,1.6
5.2,26.43,61.2,39.1,48.6,51.7,30.2,0,0.19,55.9,4.4
3.8,26.29,72,42,56.7,43.3,32.5,0,0.21,55.9,4.9
3.7,14.74,71.8,43.1,60.8,48.5,38.3,0,0.12,56.3,3.6
7.7,3.68,66.1,53.8,59.7,70.5,49.6,0.25,0.03,56.8,1.8
9.9,10.09,66.9,53.9,58.3,81.4,52.5,0.74,0.08,57.6,2.3
7.2,10.81,68.3,53.2,60.1,83.4,54.9,0.14,0.08,57.7,2.6
3.9,27.14,75.1,51.3,63.3,68,51.4,0,0.22,59.5,1.1
4.1,10.42,72.6,57.3,63.1,76,55.2,0.15,0.08,60.3,1
6.6,21.32,68.5,55.3,61.5,58.3,46.4,0,0.17,60.8,-0.4
7.4,21.24,63.9,46.4,55,60.3,41.2,0,0.16,59.9,-2.5
3.4,24.06,64.1,39.5,52.9,61.6,39,0,0.18,58.6,-2.8
2.3,27.74,72.9,45.6,59.5,58.7,42.4,0,0.22,59.9,-4.7
5.4,19.02,71.8,49.1,62.1,64.3,48.7,0,0.16,60.3,-4.7
6.2,12.04,73.8,56.1,64.2,74,55.6,0,0.1,60.6,-3.4
4.4,5.89,69.8,55.7,62.2,83.9,57,0.13,0.05,61.3,-2.1
11.2,19.68,62.2,52.6,56.5,56.3,41,0,0.15,60.4,-1
9.6,6.56,52.8,47,49.6,68.1,39.2,0,0.05,57.4,2.7
6.3,8.23,50.9,43.4,47.3,77,40.3,0,0.05,55.8,5
5.5,8.34,54.1,44.6,48.9,80.6,43,0.01,0.06,55.2,6.3
6.5,8.2,63.6,47.5,53.2,87.1,49.3,0.19,0.06,55.6,6.5
5.4,14.59,65.1,52.1,57,79.9,50.5,0.06,0.11,57.2,5.4
7.2,25.57,76.2,48.9,62.8,64.8,49.3,0,0.22,59.2,5.4
8,27.1,68.5,48.4,59.5,48.8,37.9,0,0.22,59.4,7.9
4,21.55,76.1,51.5,64,49.5,43.7,0,0.18,60.1,9.2
3.7,18.52,69.9,52.8,61,52.6,42.6,0,0.15,60.8,9.7
6,26.95,71.7,51.8,62.8,51.6,42.3,0,0.22,61.5,10.8
5.3,26.24,72.9,51.2,61.3,38.1,34.7,0.78,0.21,62.1,10.9
4,28.83,77.5,50.4,65.5,38.7,38.3,0,0.25,62.6,10.6
6.4,18,89.2,66.4,71.4,63.7,57.4,0,0.17,64.6,9.2
7.5,18.57,83.7,63.6,74.7,66.5,61.5,0,0.17,67.3,4.1
4.7,27.63,87,65.1,75.2,67.2,62.4,0,0.25,69.3,1
5.1,21.58,89.9,65,78.6,68.3,66.6,0,0.2,70.5,1.3
6.7,27.02,91.2,71,81.7,60.1,65.3,0,0.26,72.3,0.2
5.9,23.48,90.7,70.7,81.3,60.5,65.5,0,0.22,73,-1.6
4.8,21.12,88,68.4,76.8,67.9,64.4,0,0.2,73.2,-2.7
2.9,17.5,87.2,68.2,72.9,83.5,67.1,0.07,0.16,73.8,-1.7
5.6,3.33,69.8,59.8,64.6,89.3,61.3,0.91,0.03,71.4,1.8
4.4,26.47,82.8,58.6,69.1,68.6,56.8,0,0.23,70.3,2.6
4.3,28.58,84.3,58,72.3,62.5,57,0,0.26,71.8,-1.8
4.2,29.73,80.3,59.2,69.6,49.8,49.1,0,0.26,72.5,-4.3
3.9,28.76,80.4,57.8,70.7,51.4,50.5,0,0.25,71.4,-2.1
5.5,16.75,79.2,59.7,70,64.3,56.3,0.06,0.14,70.5,0
7.3,29.25,84.7,65.5,75.9,61,60.4,0,0.27,72.1,-0.3
3.2,27.2,87.5,61.2,76.1,55.7,57.4,0,0.25,73.2,0.2
5.8,19.12,81.7,62.9,72.9,57.5,56.3,0,0.17,72.9,1.6
8.9,16.87,70.8,58.1,63.5,67.6,52.3,0,0.14,70,5.2
6.2,7.63,66.9,57,61.7,82.7,56.3,0.06,0.06,68.2,6.1
6,29.49,74.8,55.2,65.3,50.4,45.9,0,0.25,69.3,5.7
3.9,29.72,79.2,56.1,67.5,56,50,0,0.26,70.5,5.6
2.4,27.79,84.3,55.3,72,57.1,54.9,0,0.25,71.8,5.9
5,25.12,86.4,66.1,77.2,55.4,59.2,0,0.23,73.4,4.9
6.3,27.11,89.5,67.4,79.7,57.1,62.6,0,0.26,74.5,3.8
7.7,22.69,88.2,70.4,77,68.1,65.3,0,0.21,75.2,2.2
3.9,14.04,79.5,64.9,71.2,84.6,66.2,0.58,0.12,74.3,2.7
4.6,27.75,89,63.9,77,66.4,63.1,0,0.26,75,0.7
4.1,23.59,91.7,67.1,79.3,62.1,64.9,0,0.22,76.1,-1.3
7.4,26.01,91.8,75.5,82.9,63.2,68.5,0,0.25,77.7,-2.9
5.5,22.2,86.3,72.4,77.7,68.7,66.2,0,0.2,78.3,-3.3
5.6,25.68,84.7,68.9,76.1,64.1,62.4,0,0.23,78.3,-4.7
4,28.66,83.4,62.9,72.3,60.3,57,0,0.26,77.4,-3.5
3.2,24.23,84,59.3,71.8,67.9,59.5,0.03,0.22,77,-0.4
4.2,20.83,78.1,58.6,66.7,77.1,58.6,0.15,0.18,75.7,3.1
4.1,23.29,80.5,60.4,69.1,68.5,57,0,0.2,74.8,2.9
4.5,26.83,84.2,60,72,61,56.5,0,0.24,74.8,1.7
2.2,27.3,83.5,54.2,71.6,61.3,55.9,0,0.24,75,0.2
5.6,8.54,82.8,63,71.6,67.1,59.5,0,0.08,73.6,2.3
6.5,26.65,90.2,65.7,79,56.7,60.6,0,0.25,73.9,2.7
5.6,26.51,93.7,72.1,82.2,56.1,64.2,0,0.26,76.6,0.4
5.6,25.47,94.6,70.4,82.9,59.2,66.6,0,0.25,78.8,-1.1
4.4,12.67,83.8,69.1,74.3,83.7,68.9,1.12,0.11,77.7,0.4
5.5,26.88,78.9,60.9,70.3,62.5,56.3,0,0.24,76.5,1.9
2.8,26.46,81.1,53.8,69.4,62.4,54.3,0,0.23,75.2,4.5
2.5,27.47,83.8,57.6,71.2,62.8,57,0,0.24,75.9,5.2
3.4,24.94,82.7,62.8,72.3,65.9,59.4,0,0.22,76.6,4.9
4,22.33,86.9,65.4,75,65.9,62.2,0,0.2,77,5.4
4.5,21.77,86.1,65,76.5,69.4,65.3,0,0.2,77.7,5.4
6.4,15.61,85.5,71,76.8,83.9,71.4,0.64,0.14,78.1,5.4
3.5,11.37,85.5,69.3,74.5,89,70.9,0.39,0.1,78.4,4.4
3.2,24.85,89.6,68.4,78.8,81.3,72.1,0,0.23,79.7,1.3
4.8,25.52,87.8,69.6,78.4,72.6,68.4,0,0.24,81.1,-1.2
2.1,24.44,92.9,66.8,80.6,74.8,71.1,0,0.23,81.5,-3.4
3.7,27.41,92.6,68.7,82.2,69.2,70.3,0,0.26,82.4,-4.3
6,27.2,92.6,72.1,82.9,64.6,69.4,0,0.26,83.1,-3.9
5.5,23.13,91.5,74.3,82.2,72.6,72.3,0,0.22,83.5,-3.3
5.1,21.75,91.9,70.1,79.5,77.3,71.4,1.38,0.21,82.8,-2.7
6.1,17.76,88.1,72.9,79.5,80.5,72.9,0,0.16,81,-0.6
7.3,7.3,79.7,63.8,72.9,86.2,68.5,0.38,0.07,79.9,1.6
5.7,27.54,79.8,61,70.2,68.2,58.3,0,0.24,78.1,5
2.6,21.83,84.6,59.1,72.7,69.9,61.5,0,0.2,78.1,6.1
5,27.32,86.5,65.1,77.2,65.1,63.9,0,0.25,79.2,6.1
5.9,26.51,89,67,79,64.7,65.3,0,0.25,80.2,5.4
5.6,13.99,89.3,71.2,78.6,74.7,69.6,0.31,0.13,80.1,5.4
6,15.58,87,74.2,79.2,77.7,71.4,0.03,0.15,80.4,3.6
3,25.97,91.3,71.1,80.6,76.6,72,0,0.24,81.5,0.4
4,25.82,92.8,72.8,82.2,74.6,72.7,0,0.25,83.1,-1.4
4.1,25.47,98.2,72.4,83.8,68.9,71.6,0,0.25,84.2,-2.2
5.6,26,96,76.1,86.2,66.5,73,0,0.25,85.3,-3.3
6.2,26.14,95.4,75.7,85.6,64.9,71.8,0,0.25,85.6,-6.3
6.9,25.84,96.5,75.7,86,61.2,70.2,0,0.25,85.5,-6.9
5.8,16.69,85.9,66.1,78.6,70.4,68,0,0.16,84,-4.3
3.4,27.06,87,61.7,75.4,66.4,61.5,0,0.25,81.9,-3.5
3.3,25.2,87.5,62.3,76.8,64.6,62.6,0,0.23,81.7,-3.3
5.2,24.3,92.7,68.9,81,58,64,0,0.23,82,-3.2
5.2,15.7,89.6,74.6,80.6,65.9,67.8,0.1,0.15,82,-3.7
4.9,12.4,79.1,64.3,72.1,80,65.5,1.07,0.11,79.3,-2.5
4.4,16.43,86.3,68.3,76.8,83.6,71.4,1.14,0.15,78.6,-2.3
4.7,12.15,88.7,70.1,76.8,84.6,71.6,0.17,0.11,79.7,-3.2
4,10.43,79.3,67.4,72.5,85.5,67.8,0,0.09,78.4,-0.7
4.8,24.97,82.3,65,72.9,73.7,63.3,0,0.22,78.4,0.6
3.7,23.79,85.2,62.9,75,69.9,64,0,0.22,78.8,0
5.1,7.35,79.4,66.4,74.3,80.3,67.8,0,0.07,78.3,-0.9
3.6,26.24,83.5,57.7,70.9,66.2,57,0,0.24,76.8,-0.2
2.5,23.6,83.9,57.6,71.8,69.2,60.1,0,0.21,76.3,0.7
3.1,19.43,85.3,60.6,74.1,68.4,62.4,0,0.18,76.5,1
4.7,15.76,86.2,71,77.2,78.5,69.8,0.1,0.14,77.7,-1.1
3.4,17.43,88.1,70,77.7,77.8,69.8,0,0.16,79,-2.4
5.4,21.13,79.8,65.8,72.7,73.2,63.1,0,0.19,78.8,-1.4
3.6,24.22,79.8,61,70.7,68,58.8,0,0.21,77.4,-0.2
2,20.97,82.9,57.4,71.2,72.5,60.8,0,0.19,76.6,-1.9
3.5,23.39,87.2,62.4,75.6,67.6,63.1,0,0.22,77,-4.9
5.3,22.52,87.6,65.9,75.9,63.6,61.7,0,0.21,77.5,-5.4
5,13.48,83.8,64.1,74.5,74.6,65.5,0,0.12,76.6,-4.5
3.7,10.05,84.1,69.7,75.2,83.7,69.8,0.28,0.09,76.6,-4.5
3.1,9.49,82.5,70.5,74.7,87.3,70.5,0.18,0.08,77.4,-4.9
5,9.8,85.5,65.9,74.3,86.2,69.6,0.17,0.09,77.2,-3.4
6,3.44,67.3,61.3,64.4,87.4,60.6,0,0.03,74.7,-1.7
6.7,6.52,75.3,62.9,67.3,81.5,61.3,0,0.06,72.1,0.6
7,13.34,77.8,63.8,69.1,78.2,61.9,0,0.12,72.1,1.3
6.2,10.09,75.9,63.4,68.5,78.8,61.7,0,0.09,72.1,1.5
5,22.73,77.6,57.7,67.1,72.7,57.2,0,0.19,72.1,1.5
2.2,20.2,82.4,55.3,70,66.2,56.8,0,0.18,72.5,1.8
3.5,17.6,79.6,61.8,69.1,69.3,57.9,0,0.15,73.8,0.1
3.5,14.66,74.2,57.5,64.6,78.6,57.2,0,0.12,73,-0.3
2.3,21.65,85.3,54.6,68.5,66.7,55,0,0.19,72.7,-3.1
2.2,18.85,87.6,54.9,70.7,65.3,56.5,0,0.17,73.4,-2.9
4.2,18.46,87.4,58.6,73.4,56.4,54.7,0,0.17,73.6,-2.7
3.2,17.31,89.8,59.2,72.9,60.7,56.3,0,0.16,73.6,-1.8
5.2,16.17,85.1,62.2,73,66.7,60.1,0,0.15,74.3,-2.5
4.3,11.16,81.6,65.1,70.5,82.3,64.6,0.9,0.1,73.9,-3.4
4.9,4.44,69.7,58.4,63.9,88.3,60.3,0.31,0.04,72.7,-6.3
5,6.07,67.2,57.1,61.3,84.4,56.5,0,0.05,69.6,-5.4
2.2,21.07,78.5,54.9,65.8,72.1,55.6,0,0.18,70.5,-6.5
3.3,18.2,82.7,52.8,68,70.5,56.7,0,0.16,70.9,-5.4
6.3,20.64,86.2,61.6,73,60.8,57,0,0.19,71.8,-4.7
5.2,6.68,82.7,60.5,69.4,80.6,63,0.33,0.06,71.8,-7
5.5,14.17,76.7,49,63.7,58.8,47.1,0,0.12,70.5,-7
6.7,11.69,62.3,42.7,53.6,63.3,40.8,0,0.09,66.4,-1.8
