avg_wind_speed,sol_rad,max_air_temp,min_air_temp,avg_air_temp,avg_rel_hum,avg_dewpt_temp,precip,pot_evapot,avg_soiltemp_4in_sod,OUTPUT
5.7,18.26,93.7,72.1,81.5,71.7,70.7,0,0.18,78.4,0.4
5.2,21.25,96.2,73.1,83.8,63.6,69.1,0,0.21,79.7,0
6.3,21.02,96.8,72.4,84,61,68,0,0.21,80.1,-0.8
4.9,13.48,91.2,71.1,78.3,75.5,69.4,0,0.13,79.7,-2.5
5.2,19.05,84.5,62.4,73.8,71,62.8,0.04,0.17,78.4,-1.9
3.5,24.64,85.3,57.8,72.7,60.6,56.7,0,0.22,77.2,-0.4
3.7,23.99,93,62.2,77.7,54.2,58.3,0,0.23,77.5,-0.1
4.4,23.37,99.3,68.6,83.1,47.2,59.2,0,0.23,78.8,-0.7
5.5,21.24,95.3,68.8,81.7,58.5,64.6,0,0.21,79.7,-1.1
7.3,23.58,83.5,62.2,73.8,61.4,58.3,0,0.21,79.3,-1.6
5.1,24.37,82.3,57,69.4,59.7,53.1,0,0.22,77.2,-0.7
4.9,24.3,85,56.2,70.9,55.1,51.8,0,0.22,76.5,-0.8
2.6,23.86,89.9,56.2,73.2,54.5,52.5,0,0.22,76.8,-1.1
2.2,23.27,94.4,55.3,76.1,52.8,54,0,0.22,77.4,-2.6
2.3,19.47,98.3,60,80.6,49.9,57.7,0,0.19,78.1,-5.1
5,15.8,90.6,66.5,77.9,66.8,64.8,0,0.15,78.6,-8.1
7.4,8.69,81.8,69.4,74.5,81.6,68.4,0.14,0.08,77.7,-7.2
8,9.34,85.3,72.5,77.7,74.4,68.7,0.19,0.09,76.5,-5.6
2.7,5.45,78.7,67.1,72.5,88,68.7,0.02,0.05,75.7,-7.3
4.7,21.53,87.2,64.3,74.7,61.3,57.7,0,0.2,75.7,-7
5.1,16.98,89.5,59.8,70.7,68.7,58.3,0.07,0.15,74.8,-3
7.5,22.72,78.8,53.2,65.1,57.8,48,0,0.2,73,1.3
3.8,22.86,73.8,47.6,59.4,51.3,39.7,0,0.18,70.5,5.2
4.3,22.31,86.6,45.1,68.2,50,45.9,0,0.2,70.5,5.8
8.3,20.53,69.5,49.6,62.2,48,40.8,0,0.17,70.9,5.2
3.9,22.01,67.7,40.8,52.9,51.5,33.4,0,0.16,68.4,7.9
4,17.41,76.9,49,63.1,54.6,44.2,0,0.15,68.7,6.7
6.5,19.95,90.8,63.5,75.6,51.2,55.2,0,0.19,71.8,5.2
6.8,20.06,92,63.6,77.4,57.8,59.9,0,0.19,74.3,3.1
4.2,15.21,91.4,65.4,78.1,61.2,62.8,0,0.14,75.7,-0.9
3.8,14.69,90.8,65,75.6,66,62.8,0,0.13,76.3,-4
4.9,18.86,90.6,62.8,76.6,57.5,57.4,0,0.18,76.1,-4.7
5.3,20.37,83.8,61.2,72.5,45.2,48.2,0,0.18,76.3,-5.6
4.2,17.82,92.3,60.4,76.6,48.9,55.2,0,0.17,75.4,-3.8
7.2,14.81,91.5,71.2,80.2,61.3,65.1,0,0.14,77,-5.8
6,10.31,87.3,66.2,76.6,70.9,65.8,0.01,0.1,77.4,-8
4.1,15.74,75.1,54.3,63.7,73.3,54.1,0,0.13,74.8,-4.5
2.5,18.87,81.4,49.5,64.9,59,47.7,0,0.17,72.3,-2.9
2.6,19.65,82.7,49.4,64,54.3,43.5,0,0.17,71.4,0.2
5.2,17.91,83.6,50.3,68.5,45.2,43.9,0,0.16,70.7,2.9
8.9,18.39,86.8,58,73.2,47.4,50.9,0.02,0.17,71.6,2.7
6.9,9.79,73.2,56.6,65.5,73.1,56.3,0.01,0.08,71.2,2.6
7.7,12.75,83.7,55.8,70.3,72.5,59.7,0.71,0.12,69.4,0.9
2.3,18.86,79.4,53.6,64.6,65,50.9,0,0.16,70.3,-4.5
3.4,16.05,86.4,69.7,72.3,65.5,59.4,0,0.15,69.4,-6.4
4.4,12.81,88.9,68.5,77.4,69.9,66,0,0.12,71.6,-10.4
4.9,14.49,89.6,70.4,78.8,67.6,66.4,0,0.14,73.6,-13.3
3.7,14.57,91,69.1,78.4,63.7,63.9,0,0.14,74.3,-12.2
5.6,13.53,90.2,61.4,74.5,65.5,61.3,0.05,0.13,73.8,-10.3
6.5,17.67,82.7,52.7,66.9,50.9,45.1,0,0.16,70.3,-5.9
8.5,12.34,58.7,45.3,52.2,56.5,37,0,0.09,65.8,-3.4
6.4,12.8,61.3,43.3,51.1,66,39.7,0,0.09,63,2.7
2.4,7.28,60.8,40.4,50.4,73.3,41.5,0,0.05,61.2,1.8
3.6,4.8,62.4,43.7,55,70.6,45.3,0.01,0.04,60.3,0.7
5.1,12.59,80.4,54.8,66.4,51.6,46.9,0,0.11,62.1,0.9
6.4,8.34,78.4,56.6,64.2,69.1,52.9,0.15,0.07,63.5,-1.8
5.2,12.23,70.5,51.4,61.2,74.7,52.2,0,0.1,64.4,-6.1
5.8,6.19,69.7,51.2,62.4,86,58.1,0.5,0.05,62.4,-6.1
11.4,13.18,81.2,57.9,68.9,65.7,55.9,0.24,0.12,65.7,-11.4
8.9,6.99,65.5,52.1,58.1,67.2,46.9,0,0.06,63,-8
8.5,15.19,80.6,46.3,63.3,48.6,41.9,0,0.13,61,-4.7
13.1,14.52,82,62.4,69.6,45.6,46.8,0,0.14,63,-9.4
9,5.19,63,46.1,53.8,79.7,47.5,0.08,0.04,61.7,-9.4
7.8,12.51,59.8,45,50.5,62.8,36.9,0.03,0.09,58.3,-5.2
10.4,15.17,58.2,42.7,50,57.3,35.1,0,0.11,56.3,-1.8
9.4,5.7,54.1,40,48,77,41,1.23,0.04,54.3,-2.3
3.8,1.76,53.1,48.2,51.1,91.5,48.6,0.39,0.01,55,-4.6
6.4,11.05,61.4,40.9,52.5,71,42.8,0,0.08,56.3,-5.6
2.4,14.35,60.5,34.4,45.5,56.7,29.3,0,0.1,53.6,-2.5
4,14.08,62.7,33.9,48,59.1,33.1,0,0.1,52.3,-0.9
6.5,13.95,67.8,41.2,54.5,55.3,37.6,0,0.11,53.1,-4.2
7.6,8.69,66.2,41.2,53.1,59.9,38.8,0,0.07,54.5,-8.1
2.7,13.94,57.4,33.2,43.7,52.9,25.9,0,0.1,52,-3.3
2.1,13.68,62.3,28.5,43.7,62.3,28.4,0,0.1,50.4,-0.4
3.8,13.1,59.8,35.8,47.5,47.1,26.8,0,0.09,50.7,-2.3
6.6,13.37,63,39,50,41.4,26.2,0,0.1,51.1,0.9
9.4,12.34,62.3,39.2,49.5,45.7,28.4,0,0.1,51.4,4.5
7.9,13.19,47.1,28.6,38.1,50,20.7,0,0.08,48.9,6.1
4.4,11.74,46.5,22.8,36,56.2,20.8,0,0.07,46.4,8.8
6.4,11.54,61,40.7,49.1,42.7,26.8,0,0.08,48.7,1.3
5.3,12.1,54.2,35.7,45.1,50.2,27.3,0.01,0.08,50,-3.2
5.4,11.45,55.3,27.4,43.2,58.3,28.4,0,0.08,48.4,-1.1
10.2,9.82,73,48.7,58.3,59.9,44.1,0.01,0.08,52,-4.7
7,2.19,67.2,52.6,59.9,82.7,54.5,0.6,0.02,55.9,-5.7
4.1,11.52,64.9,36.6,53.4,72.9,44.1,0,0.09,55,-0.3
7.8,7.68,59.1,41.9,52.3,57.1,35.8,0,0.06,55.2,-1.6
9.1,9.7,45.9,29.5,39.2,51.5,22.5,0,0.06,50,-3.2
6.8,10.04,51.8,27.3,39.9,58.9,25.5,0,0.07,46.8,-3.5
6,9.42,60.9,34.3,46.4,55.9,30,0,0.07,47.3,-5.2
5.7,3.9,45.2,35.5,41.4,81,35.8,0,0.02,47.3,-6.3
9.5,7.27,72.4,44.6,59.2,72.5,50.2,0,0.06,50.2,-8.5
8.3,9.69,71.1,51.6,61,80.2,54.5,0,0.08,54.7,-14.1
11.9,0.62,60.5,36,45.7,91.1,43.3,2,0,53.6,-11.7
9.2,3.61,37.2,29.6,34.2,75.6,27.1,0,0.02,46.8,-5.8
3.8,8.13,35.6,25.6,29.8,67.9,20.3,0,0.04,43.3,-3.9
4.9,7.57,40.1,28.7,32.7,73.5,25,0,0.04,42.1,-4.3
2.3,1.8,35.7,26.2,32.7,84.3,28.4,0,0.01,41,0.7
6.4,2.67,39.7,30.6,35.8,87.1,32.2,0.14,0.02,41.7,-3.8
4.5,9.58,46.4,33.7,36.1,74.7,28.6,0,0.06,40.6,-3.9
10.4,6.94,55.3,33,43.3,66.4,32.5,0,0.05,41.9,-4.1
6.8,9.82,41.7,22.8,32.4,54.6,17.6,0,0.05,41,-5.2
6.8,8.66,38.7,25.1,32.4,52.4,16.3,0,0.05,39.4,-4
8.4,1.55,49.3,23.1,32.7,64.4,21.9,0,0.01,37.8,-1.7
12.7,1.54,59.7,24.9,43.5,75.1,36.1,0.38,0.01,41.7,-5
7.5,9.69,34.8,20.3,27.3,71.3,19,0,0.05,37.9,-0.7
3.2,5.36,37.8,24.7,32.2,76.5,25.7,0,0.03,36.7,0.9
11,4.09,41.4,19.2,30.2,74.7,23.2,0,0.02,37.8,0.1
4.6,5.3,30.6,16.2,24.4,76.2,17.8,0.1,0.02,35.8,2.1
3.1,3.68,33.7,28.5,31.1,91.5,28.9,0.1,0.02,35.4,0.7
7.2,1.39,31.7,25.9,28.8,85.6,24.8,0.03,0.01,36.1,-0.5
3.4,1.37,32.4,28.1,30.6,94.7,29.1,0.61,0.01,36.7,-0.7
2.6,2.62,32.2,26.1,29.1,93.6,27.5,0.24,0.01,37.2,-1.6
3.9,1.06,34.8,31.9,33.1,95.8,32,0.49,0.01,37.6,-2.4
5.3,4.71,36.6,30.5,33.4,86.8,29.8,0,0.02,37.9,-2.8
7.6,1.19,34.2,28.7,31.3,88.2,28.2,0,0.01,37.9,-2.1
5.4,7.06,30.4,24.5,27.5,83.8,23.2,0,0.03,36.1,2.6
9.4,1.52,30.2,27.1,28.6,95.3,27.5,0.17,0.01,35.6,7
9.2,9.09,27.4,16.3,22.6,85.1,18.7,0,0.04,36,3.7
4.3,7.81,26.4,8.2,18.9,89.3,16.2,0,0.03,35.6,0.2
6.6,8.99,39.7,22.9,32.4,80.2,26.8,0,0.05,35.2,-0.3
2.7,9.26,39.4,21.4,29.8,81.1,24.6,0,0.05,35.1,-0.2
3.3,2.29,40.5,30.4,36.5,90.2,34,0,0.01,35.8,0
3.3,2.13,46.6,35.2,41,96.7,40.1,0.01,0.01,38.7,-1.8
8.8,1.65,52.8,32.4,49.6,92.6,47.7,0.17,0.01,42.6,-5.9
14.9,7.3,32.7,18.7,24.1,67.3,14.5,0,0.03,39.7,-3.6
6.3,9.06,34.8,22.6,27.3,74.1,19.9,0,0.05,35.8,-0.2
3.8,9.76,47.6,21.3,34.5,74.4,26.4,0,0.06,34.9,0
3.1,6.77,46,28.5,36.9,74.5,29.1,0.04,0.04,34.9,-1.3
4.6,1.22,34.6,30.8,32.4,93.2,30.6,0.01,0.01,35.8,-3.1
8.5,1.55,40.2,30,35.1,87.7,31.8,0.18,0.01,36.9,-4.4
5.3,6.94,36.8,27.6,30.9,77.3,24.4,0,0.03,36.7,-4.2
4.8,5.03,38.9,28.4,33.1,83,28.4,0,0.03,36.1,0.2
6.8,3.58,35.2,20.4,29.1,82,24.3,0.01,0.02,35.6,10.1
13.9,4.94,20.9,6.8,15.6,74.4,9,0,0.02,34.9,16.2
8.1,9.54,16.7,2.7,9.1,70.8,1.4,0,0.03,33.6,10.8
7.7,9.29,28.8,5.1,18.3,68.8,9.3,0,0.04,32.7,9.4
12.3,6.8,40.8,24,32.9,58.3,19.6,0,0.04,32.5,8.5
9.6,2.67,48.2,36.9,43.9,84.5,39.4,0.12,0.02,32.5,6.5
10.5,4.9,67.9,47,57.7,83.7,52.7,0.05,0.04,36.3,1.6
11.1,4.56,68.2,55.9,61.5,82,55.8,1.12,0.04,45.7,-9.6
9.4,2.46,59.1,34.8,49.8,89,46.8,1.4,0.02,51.1,-16.4
4.2,7.73,42.3,29.7,35.2,75.8,28.2,0,0.04,44.4,-10.2
7.1,4.04,45.8,32.1,38.3,85.8,34.5,0.01,0.02,42.1,-8.1
6.7,3.15,36.4,27.5,32.9,80.1,27.3,0,0.02,41,-7.4
6.1,8.32,49.2,30.3,36.7,75.4,29.5,0,0.05,39,-6.1
8.7,3.84,31.4,26.7,28.8,73.2,21.2,0,0.02,37.9,-6.1
9.5,5.43,30.9,16,24.6,69.2,15.6,0,0.03,36.1,-4.8
4.7,10.67,31.3,12.2,21.7,70.9,13.6,0,0.05,34.7,-2.9
7.7,7.92,41.6,25.1,32.4,65.7,21.9,0,0.04,34.2,-2.9
9.6,1.7,34.5,18.8,27.9,78.7,22.1,0,0.01,34,-2.7
8.6,9.85,35.6,8.6,22.8,68,13.5,0,0.05,33.6,-3.2
8.4,11.64,13.4,2.6,7.2,57.4,-4.9,0,0.04,32.9,-1.6
3.4,11.34,19.8,0.2,9.7,54,-4.4,0,0.04,31.8,-0.2
8,8.78,35.9,12.6,25.2,51.2,9,0,0.04,31.3,0.7
9.3,10.59,32.5,16.2,23.2,68,14,0,0.04,31.8,0.2
7.7,11.61,35.6,11.7,21.7,62.6,9.7,0,0.06,31.3,0.7
6.3,12.31,14.8,-1.9,5.7,60.2,-5.4,0,0.03,31.3,0.3
6.3,5.73,24.9,3.7,16,56.6,2.8,0,0.02,30.4,1.4
7.7,9.27,46.1,24.3,33.8,62.9,22.3,0,0.05,31.3,0.7
4.8,11.55,57.6,25.4,38.7,59.1,24.3,0,0.08,31.6,0.4
12.9,1.99,48.1,32.3,41.9,62.1,29.5,0,0.02,32,0.2
14.6,4.57,63.3,9.1,36.7,77.4,30.2,0.17,0.03,32,0.2
7,11.92,22.1,6,14.7,58.7,2.8,0,0.04,32,0.4
9,2.75,25.2,20.9,22.6,80.9,17.4,0.18,0.01,31.6,0.8
7.9,5.7,29.2,20.2,24.3,89,21.4,0,0.03,31.8,0.6
5.2,12.78,41.9,18.2,27,84.4,22.6,0,0.06,32,0.9
5.4,5.78,33.2,14.2,23.9,93.1,22.3,0.41,0.02,32,1.4
5.9,5.81,57.1,32.9,45.3,99.5,45.1,0.81,0.04,32.2,0.9
9.1,0.74,49.4,33.5,36.5,98.4,36.1,1.6,0,32.2,0.5
9,2.23,34.8,29.1,32.4,90.9,30,0.11,0.01,32.4,0
4.9,2.83,32.2,28.3,29.8,83.3,25.5,0,0.01,32.4,0
8,10.2,44.2,30.5,37.2,79.6,31.5,0,0.06,32.4,0
8.8,12.88,49.6,23.2,36.7,71.3,27.9,0,0.08,32.9,-0.5
12.7,14.23,23.4,7.9,12.4,44.9,-5.3,0,0.05,33.4,-1
8,3.57,19.9,6.9,13.3,61.8,2.5,0,0.01,33.1,-0.6
9.1,3.32,20,12.7,17.8,79.5,12.4,0,0.01,32.7,-0.2
5.5,15.14,29.3,7.6,19.6,72.2,11.7,0,0.06,32.4,0.1
11,13.69,42.9,21.8,32.2,76.1,25.2,0,0.07,32.4,0.1
7.6,10.77,34.1,20.5,25.7,67.1,16,0,0.05,32.4,0.1
4.9,10.94,39.1,19.1,29.7,76.8,22.8,0.33,0.05,32.4,0
13.5,5.27,54.3,33.4,41.5,83.7,36.9,0.75,0.04,32.4,0.1
12.2,9.58,34.3,10.8,25.2,63.6,14.4,0,0.05,32.5,0
8.7,14.16,25.3,8,17.2,65,7.2,0,0.05,32.5,0
9.6,15.65,25.4,11.4,17.2,66.8,7.7,0,0.06,32.5,0
6.9,3.55,21.4,11.4,17.8,79.9,12.6,0.01,0.01,32.5,0
6.3,4.89,24.7,19.9,22.3,86,18.7,0.06,0.02,32.5,0
2.4,17.27,36.4,12.9,24.8,71,16.3,0.02,0.08,32.4,0.1
3.6,8.72,34.7,18,28.9,83.6,24.6,0.01,0.04,32.5,0.4
6.7,3.42,36.5,32.5,34.2,89.8,31.5,0.07,0.02,32.5,5.1
12.5,4.69,33.6,23.7,29.3,82.7,24.4,0.04,0.02,32.5,2.2
8.5,17.86,29.5,19.2,24.4,63.3,13.5,0,0.08,32.5,1.5
4.9,11.42,32.4,14.9,25,78,18.9,0.12,0.05,32.5,1.8
7.6,16.59,44.9,29.5,37,74.5,29.3,0.01,0.1,32.5,1.8
5.9,13.05,51.7,29.1,41,65.8,30,0,0.08,32.5,1.3
10.4,14.27,70.7,41,55.4,68.5,45.1,0,0.11,32.9,0.7
10.9,1.65,60,25.2,35.6,80,29.8,0,0.01,37.6,-3.1
11.9,3.44,32.3,24.4,28.4,81.4,23.2,0.14,0.02,34.7,1.3
4.1,18.26,39.2,14.7,29.5,79.5,23.7,0,0.09,34,5.4
5.8,15.92,36.1,24.1,29.7,65.2,19,0,0.08,34.3,8.7
12.9,12.51,32.2,19.2,27.5,66.7,17.8,0,0.06,34.3,11.2
6.8,19.41,31.5,13,22.3,57.3,9,0,0.09,33.8,11.5
5.2,11.64,44.6,26.5,34.9,63.4,23.5,0,0.06,33.6,10.5
5.9,18.49,39.5,26,32,68.7,22.6,0,0.09,34.5,8.1
6,17.92,51.2,24.5,38.5,66.4,27.5,0,0.11,36,8.2
5.9,18.34,61,32.4,48.6,63.3,36.1,0,0.13,39.4,4.3
5.2,12.37,59.6,38,48.7,67.1,37.2,0.15,0.09,43,1.1
3.3,17.1,62.5,38.5,48.2,75.1,39.9,0,0.12,45.5,1.4
9.3,9.57,47,37.5,41,78,34.5,0,0.06,45.3,-0.7
7,18.48,44.8,32,39,66.5,28.6,0,0.1,44.1,-2.4
7.3,1.83,44.8,35,39.2,80,33.4,0.79,0.01,42.6,-1.6
6.5,1.52,54.4,40.7,47.5,92.9,45.5,0.7,0.01,44.2,-2.1
9.8,7.92,48,35.4,40.8,72.8,32.4,0.16,0.05,43.7,1.6
4.4,19.18,55.1,30.9,44.6,64.4,32.7,0,0.13,44.1,1.8
11.5,11.98,66.6,38.9,51.8,62,38.7,0,0.1,46.9,-2.7
9,5.84,39.2,32.7,36.3,71.5,27.9,0,0.03,44.6,-0.9
6.6,9.76,39.8,30.2,33.4,82.5,28.6,0,0.05,41.7,4.9
6.1,14.14,43.2,27.6,35.6,70,26.2,0,0.08,41,10.8
11.4,9.57,59.3,36.4,47.8,54.4,31.8,0,0.07,42.1,7.4
3.5,16.54,58.8,32.7,47.8,55.3,30.7,0,0.11,45.3,1.5
11.4,2.01,44.9,35.9,41.7,87.4,38.1,0.56,0.01,45.9,1
10,17.65,47.4,33.5,39,71,29.8,0,0.11,44.2,3.3
7.6,20.8,50.7,29,40.6,59.4,27.3,0,0.13,43.7,5
4.2,5.3,57.7,40.4,49.1,85.1,44.6,0.18,0.03,46.6,5
11.5,2.01,62.4,52.7,59.4,86.8,55.4,0.45,0.02,51.8,1.4
9.8,8.41,52.7,32.7,40.6,70.6,31.8,0.14,0.05,49.5,2.3
3.8,22.54,52,28.6,41.7,68.1,31.1,0,0.14,46.8,5
5.4,6.99,48.6,36.6,43.9,78.2,37.4,0.04,0.04,46.9,6.2
8,9.93,53.1,39.6,43.7,77.5,36.9,0,0.06,47.5,6.6
3.6,23.68,60.2,33,48.9,62.3,35.4,0,0.17,48.7,-0.3
6.1,23.69,64.1,40.3,53.6,64.4,41.5,0,0.18,51.6,-5.9
7.4,23.53,63.6,45.7,52.9,55.9,36.5,0,0.17,53.2,-7.2
8.5,4.22,64.2,42.1,50.9,74.2,42.8,0.17,0.03,51.8,-4.1
6.7,16.46,51.9,38.5,44.6,77.1,37.8,0,0.1,51.8,-0.9
11.7,5.41,67.1,44.8,57,84.8,52.5,1.3,0.04,53.1,1.8
14.6,13.15,60.5,42.4,51.4,61,38.3,0,0.1,54.1,2.6
11.2,8.47,42.5,34.9,38.5,81.9,33.3,0.04,0.05,48.4,6.5
8.2,7.07,43.4,34.9,37.9,75.8,30.7,0.03,0.04,45.7,11
5.1,19.95,50.4,32.2,40.6,60.5,27.3,0,0.12,46,13.9
8.2,26.29,58.6,31.1,46.9,56.9,31.1,0,0.18,47.7,14
12.6,25.51,69.1,45.4,57.6,49.2,38.1,0,0.21,50.9,13
8.5,19.44,72.7,52.4,62.2,60.7,48.4,0,0.16,54.9,9
8.4,7.21,67.6,48.1,58.6,76.7,51.1,0.76,0.06,56.7,7.5
4,6.07,53.9,46.6,50.4,86.9,46.6,0,0.04,54.9,5.2
4.2,15.87,67.7,50.5,57.2,79.1,50.5,0,0.12,56.7,0.7
5.7,25.56,76,51.3,64.6,63.8,51.1,0,0.22,59.9,-5.8
4.2,17.04,76.4,58,64.6,67.6,53.2,0,0.14,61.7,-8.5
5.2,24.6,79.6,57,68.4,62.7,54.1,0,0.21,63.9,-8
8.7,9.87,74,62.1,67.5,67,55.9,0,0.09,63.9,-3.6
12.1,11.16,78.2,47,66.4,69.7,55.6,0.71,0.1,64.2,-2
7.6,25.51,61,40.2,50.4,58.2,35.4,0,0.18,60.1,-2.2
4.9,12.48,54,42.8,48.2,69.5,38.1,0,0.09,57.4,0
9.6,15.34,48.4,38.1,43,67.4,32.4,0.08,0.1,54.1,6
3.6,19.34,54.1,36.8,45.5,60.2,32,0,0.12,53.2,8.3
7.1,24.86,73.3,40.6,59,54.7,41.9,0,0.2,55.9,6.7
10.8,20.64,74.1,59.9,66.9,64.9,54.7,0,0.18,60.3,0.5
10.5,13.88,74.9,58.8,66.2,64.3,52.7,0.13,0.12,62.2,-3.4
9.3,11.2,60,44.9,52.2,58.8,37.8,0,0.08,57.9,0.6
3.8,28.2,68.5,37.7,55,51.3,35.4,0,0.22,57.4,0.5
4.8,26.27,78.3,44.8,63.7,47.8,40.8,0,0.23,60.1,-2
5.9,14.94,80.4,52.2,66.7,53.9,48.6,0,0.13,61.5,-1.8
7.8,9.63,75,59.5,65.7,77,57.7,0.32,0.08,62.6,0
9.2,6.21,60.1,49.8,54.1,77.9,46.9,0.49,0.05,60.8,-1.1
4.6,10.83,62.4,46,54.5,66,43.2,0,0.08,58.8,1.1
5.4,17.81,66.2,42.7,56.3,69.8,46,0.25,0.14,58.5,5.5
10.7,5.59,58.7,44.8,51.8,83.1,46.8,0.7,0.04,57.9,7
3.8,28.41,65.6,42,54.7,63.3,41.7,0,0.21,58.1,4
9.6,15.39,68.4,52.7,60.8,64.4,48.6,0,0.13,59.7,2.2
6.1,23.3,68.2,52.6,61.3,68.1,50,0,0.18,62.6,0.2
6.7,3.91,54.4,48.3,52,82,46.8,0.64,0.03,59.7,2
5.4,28.79,70.6,42,58.6,61.2,43.9,0,0.23,59.9,0.4
7.4,26.37,81.1,56.6,69.3,46.6,46,0,0.23,64,-3.6
6.9,29.36,67.6,47.3,59.4,50.4,38.8,0,0.24,64.9,-3
4.7,16.55,69.3,44.8,56.3,67.8,44.8,0.09,0.13,62.1,3.4
5.4,17.99,64,47.6,56.1,69.3,45.3,0.04,0.14,61.9,3.2
4.8,30.01,71.6,47.6,59.2,49.5,38.5,0,0.24,62.8,0.3
2.9,10.03,68.7,45.1,59.7,59.5,44.6,0,0.08,61.7,3.2
9.3,7.52,59.2,50.9,55,78.4,48.2,0.28,0.05,60.3,7
5.1,14.51,72.4,50.9,62.1,66.1,50,0,0.12,60.4,10.3
7.3,10.23,76,58.2,65.7,74.3,57.2,0.31,0.09,61.9,10.4
5.2,15.5,82.5,64,70.9,80,64.2,0.05,0.14,65.5,6.8
8.7,10.02,68.5,48.7,56.3,83.6,51.4,0,0.07,65.1,6.9
7,29.84,71.8,47.8,59.5,50.8,39.4,0,0.24,63.1,10.1
4.3,27.13,79.4,49.6,66.7,48.6,45.3,0,0.23,64.9,10.1
7.8,17.43,86.7,61.1,72.5,73.3,63,1.72,0.16,67.3,7.4
6,28.03,84,65.9,74.3,64.9,60.1,0,0.26,70.7,4.5
3.6,26.85,88,61.2,74.5,61,58.3,0,0.25,72.3,4.5
3.2,22.47,86.8,60.4,75,61.2,58.8,0.05,0.21,72.3,3.8
6.2,10.55,82,63.5,72,85.5,67.3,2.21,0.09,72,3.6
6.1,19.86,85.3,66.8,76.5,76.1,68,0.09,0.18,73.2,1.6
11.1,26.24,87.1,73.5,80.8,68.5,69.3,0,0.25,75,0.2
12.4,11.36,82.5,74.4,78.3,72.6,68.5,0,0.11,74.7,0.1
8.1,18.89,88.7,72.3,79.9,76.8,71.4,2.48,0.18,75.2,-0.2
10.3,28.77,90.7,69.7,82.8,64.4,68.9,0,0.28,76.8,-1.8
4.6,14.64,77.6,67.1,71.1,80.3,64.6,0.11,0.13,76.1,-1.4
5.1,30.12,84.6,59.1,72.3,65.2,59,0,0.27,75.6,-2.6
7.7,25.67,84.4,67.5,76.8,59.5,61.3,0,0.24,74.8,-2.8
9.5,27.42,91.6,72.7,82.2,59.9,66.2,0,0.27,75.2,-2.9
5.2,11.25,79.5,66.6,73.2,72.7,63.7,0.1,0.1,74.8,-1.8
3.5,29.54,85.6,64.2,73.9,64.3,58.3,0,0.27,75,-1.8
4.8,25.28,88.4,66.4,76.1,59.3,60.3,0,0.24,75,-2.7
6.8,30.06,79.6,59.6,71.4,55,53.1,0,0.27,74.7,-2.7
4.7,30.86,77.3,55,67.6,52.5,48.4,0,0.27,73,-1.2
5.5,27.66,81.8,58.3,70.7,53.7,51.8,0,0.25,72,0.7
4.2,28.62,85.1,59.2,73.4,56.2,54.9,0,0.26,72.3,3.4
3.1,26.07,85,65.8,74.3,59,57.9,0.02,0.24,73,3.3
4.9,26.49,83.9,65.6,74.5,57,57,0,0.24,73.2,3.6
5.3,22.34,82.4,64,71.6,55.6,54.3,0.01,0.2,72.3,2.2
3.9,28.42,79.6,58.6,70,60.7,54.9,0,0.25,72,2.7
4,15.89,83.5,59.7,72.7,62.5,58.5,0.09,0.14,71.8,3.2
5.1,15.23,88.7,65.8,75.9,70.8,65.1,0.25,0.14,72.7,2.1
5.1,24.07,84.4,68.3,75.6,68.5,64.2,0,0.22,75.7,-2.7
5.8,16.22,84.3,69.2,75.2,78.5,68,0.25,0.15,76.3,-3.8
7.4,25.21,83.3,67.8,75.9,62.8,61.3,0,0.23,76.8,-3
7.3,19.9,76.2,61.7,68.2,71.2,58.3,0.17,0.17,74.5,0
4.3,28.01,81.5,59.6,70.2,69.2,58.1,0.06,0.25,74.7,2.5
3.2,26.72,83.5,58.7,72.3,63.8,57.6,0,0.24,75,2.5
7.4,21.44,87.2,67.4,75.9,66.1,63.3,0,0.2,74.8,3.1
5.5,5.08,68.9,61.7,66.6,83.1,61.2,0.63,0.04,73,4.9
4,20.99,76,60.6,66.9,74.7,58.5,0,0.18,72.5,5.2
2,28.4,81.4,58.6,69.8,70.7,58.5,0,0.25,73.8,3.6
4.7,26.32,85.6,58.4,74.7,74.1,65.3,0,0.24,74.5,2.1
6.5,22.22,87.1,73.6,80.1,75.2,71.2,0,0.21,77.2,-1.1
6.5,15.65,87,69.4,75.9,82.3,69.8,0.92,0.15,77.5,-0.1
3.1,26.83,82.7,67.3,74.1,72.5,63.7,0.03,0.24,77.9,0.7
4.7,28.06,85.4,63.5,76.1,69.7,64.8,0,0.26,77.9,2.5
6.2,16.58,87.4,69.5,75.9,80.8,69.3,1.23,0.15,77.7,3.4
5.8,15.61,86.9,63,74.5,80.3,67.8,0.24,0.14,77.4,4.3
5.4,29.74,81.7,60.2,71.1,65.7,57.7,0,0.27,76.6,5.6
3.7,29.39,86.9,60,74.8,61.7,59.5,0,0.27,76.1,6.5
4,28.04,87.5,65.8,77.9,68.9,66.4,0,0.26,77.4,3.2
3.6,24.79,88.8,68.5,79.2,70.9,68.2,0,0.23,78.6,1.1
3.8,24.43,87.7,68.3,78.6,69.5,67.3,0,0.23,80.4,-3.2
4,24.28,88.9,68.4,79.3,68,67.5,0,0.23,81.1,-4.3
3.9,16.94,89.1,72.8,79.5,79.6,72.3,0.12,0.16,81.7,-2.5
5.2,25.61,93.2,69.9,82.8,71.2,71.8,0,0.25,82.2,-3.8
